nb_item,item_90,item_86,size_cat,packing_type,teammate_experience,subgroup,time_picked,picking_to_processing,total_leadtime,carrier,item_ratio,picked_hour,picked_shift,experience_level,nb_item_x_experience_level,subgroup_median_leadtime,carrier_median_leadtime
1.0,1.0,,XL,STANDARD,6MONTH,MVOL,8:55:58 PM,106.1,41.3,BPOST,0.0,20,Afternoon,1,1.0,50.0,178.7
1.0,1.0,,L,PACKSIZE,3-5YEAR,MHET,11:36:11 AM,48.8,152.8,TNT_POST_NL,0.0,11,Morning,4,4.0,148.9,169.7
3.0,1.0,2.0,L,PACKSIZE,1YEAR,HETE,9:56:17 AM,57.2,228.2,TNT_POST_NL,0.5,9,Morning,2,6.0,196.05,169.7
2.0,1.0,1.0,XL,STANDARD,1YEAR,VOLU,8:49:49 AM,36.6,383.4,EXTRA_AT_HOME,1.0,8,Morning,2,4.0,266.4,279.5
5.0,2.0,3.0,S,STANDARD,1YEAR,HETS,11:07:56 AM,80.7,130.4,SPARQLE,0.6666666666666666,11,Morning,2,10.0,157.4,184.3
4.0,1.0,3.0,L,STANDARD,1YEAR,HETE,12:51:27 PM,50.9,128.9,TNT_POST_NL,0.3333333333333333,12,Morning,2,8.0,196.05,169.7
2.0,2.0,,L,PACKSIZE,2YEAR,PB90,10:36:51 AM,40.2,289.7,TNT_POST_NL,0.0,10,Morning,3,6.0,223.4,169.7
16.0,9.0,7.0,XL,STANDARD,6MONTH,VOLU,10:16:35 PM,571.2,371.5,CC_LOG,1.2857142857142858,22,Afternoon,1,16.0,266.4,170.45
1.0,1.0,,L,STANDARD,1YEAR,MHET,6:02:29 PM,170.9,97.1,TNT_POST_NL,0.0,18,Afternoon,2,2.0,148.9,169.7
2.0,1.0,1.0,M,PACKSIZE,1YEAR,HETE,8:25:41 AM,61.0,211.5,TNT_POST_NL,1.0,8,Morning,2,4.0,196.05,169.7
3.0,3.0,,L,PACKSIZE,1YEAR,PB90,10:17:59 PM,579.4,272.5,CC_LOG,0.0,22,Afternoon,2,6.0,223.4,170.45
3.0,1.0,2.0,L,PACKSIZE,1YEAR,HETE,5:19:24 PM,189.4,154.1,BPOST,0.5,17,Afternoon,2,6.0,196.05,178.7
5.0,2.0,3.0,M,PACKSIZE,1YEAR,HETE,5:48:39 PM,36.6,279.3,UPS_API,0.6666666666666666,17,Afternoon,2,10.0,196.05,183.8
11.0,4.0,7.0,L,PACKSIZE,1YEAR,HETE,8:38:08 AM,58.7,223.8,TNT_POST_NL,0.5714285714285714,8,Morning,2,22.0,196.05,169.7
1.0,1.0,,XL,STANDARD,1YEAR,MHET,10:32:28 AM,722.7,136.2,TNT_POST_NL,0.0,10,Morning,2,2.0,148.9,169.7
1.0,1.0,,L,PACKSIZE,2YEAR,MHET,9:32:01 PM,23.2,115.2,TNT_POST_NL,0.0,21,Afternoon,3,3.0,148.9,169.7
5.0,2.0,3.0,L,PACKSIZE,3-5YEAR,HETE,8:53:09 AM,181.0,159.8,TNT_POST_NL,0.6666666666666666,8,Morning,4,20.0,196.05,169.7
2.0,1.0,1.0,XL,STANDARD,2YEAR,VOLU,10:53:07 AM,424.6,193.1,TNT_POST_NL,1.0,10,Morning,3,6.0,266.4,169.7
6.0,2.0,4.0,L,PACKSIZE,1YEAR,HETE,9:07:08 AM,96.0,232.9,TNT_POST_NL,0.5,9,Morning,2,12.0,196.05,169.7
2.0,1.0,1.0,M,STANDARD,6MONTH,HETE,1:55:28 PM,144.6,143.5,BPOST,1.0,13,Morning,1,2.0,196.05,178.7
11.0,4.0,7.0,L,PACKSIZE,6MONTH,HETE,11:41:10 AM,104.6,183.0,CHRONOPOSTAPI,0.5714285714285714,11,Morning,1,11.0,196.05,186.5
2.0,1.0,1.0,S,STANDARD,2YEAR,HETS,9:36:25 PM,959.6,191.4,BPOST,1.0,21,Afternoon,3,6.0,157.4,178.7
1.0,1.0,,XL,STANDARD,6MONTH,MVOL,7:54:47 PM,32.9,42.7,DHL,0.0,19,Afternoon,1,1.0,50.0,186.1
4.0,1.0,3.0,L,PACKSIZE,1YEAR,HETE,11:07:19 AM,183.2,241.2,BPOST,0.3333333333333333,11,Morning,2,8.0,196.05,178.7
24.0,14.0,10.0,M,STANDARD,2YEAR,VOLU,2:50:06 PM,179.0,303.0,EXTRA_AT_HOME,1.4,14,Morning,3,72.0,266.4,279.5
2.0,1.0,1.0,S,STANDARD,6MONTH,HETS,1:39:47 PM,366.6,149.7,TNT_POST_NL,1.0,13,Morning,1,2.0,157.4,169.7
1.0,1.0,,XL,STANDARD,2YEAR,MVOL,8:00:39 PM,116.6,36.6,TNT_POST_NL,0.0,20,Afternoon,3,3.0,50.0,169.7
6.0,2.0,4.0,L,PACKSIZE,6MONTH,HETE,1:21:50 PM,52.2,281.6,TNT_POST_NL,0.5,13,Morning,1,6.0,196.05,169.7
3.0,1.0,2.0,S,STANDARD,3-5YEAR,HETS,1:55:58 PM,187.0,133.0,TNT_POST_NL,0.5,13,Morning,4,12.0,157.4,169.7
3.0,2.0,1.0,M,STANDARD,6MONTH,VOLU,7:34:47 PM,92.5,371.3,EXTRA_AT_HOME,2.0,19,Afternoon,1,3.0,266.4,279.5
2.0,1.0,1.0,XL,STANDARD,2YEAR,VOLU,8:10:24 AM,101.6,294.6,EXTRA_AT_HOME,1.0,8,Morning,3,6.0,266.4,279.5
1.0,1.0,,L,PACKSIZE,1YEAR,MHET,11:03:27 AM,50.2,153.1,TNT_POST_NL,0.0,11,Morning,2,2.0,148.9,169.7
1.0,1.0,,XL,STANDARD,1YEAR,MHET,7:35:06 PM,18.7,146.1,TNT_POST_NL,0.0,19,Afternoon,2,2.0,148.9,169.7
8.0,4.0,4.0,S,STANDARD,1YEAR,HETS,10:48:21 AM,120.0,245.5,CHRONOPOSTAPI,1.0,10,Morning,2,16.0,157.4,186.5
3.0,1.0,2.0,XL,STANDARD,2YEAR,HETE,8:55:46 AM,122.9,118.1,TNT_POST_NL,0.5,8,Morning,3,9.0,196.05,169.7
2.0,1.0,1.0,L,PACKSIZE,1YEAR,HETE,3:21:39 PM,230.3,254.9,TNT_POST_NL,1.0,15,Morning,2,4.0,196.05,169.7
3.0,1.0,2.0,L,PACKSIZE,1YEAR,HETE,7:50:15 AM,74.8,210.9,CHRONOPOSTAPI,0.5,7,Morning,2,6.0,196.05,186.5
2.0,1.0,1.0,XL,STANDARD,1YEAR,HETE,9:14:33 AM,134.2,142.3,TNT_POST_NL,1.0,9,Morning,2,4.0,196.05,169.7
2.0,1.0,1.0,L,STANDARD,1YEAR,HETE,8:56:23 PM,744.4,166.1,TNT_POST_NL,1.0,20,Afternoon,2,4.0,196.05,169.7
5.0,3.0,2.0,XL,STANDARD,1YEAR,VOLU,10:37:38 PM,769.4,261.7,EXTRA_AT_HOME,1.5,22,Afternoon,2,10.0,266.4,279.5
1.0,1.0,,L,STANDARD,2YEAR,MHET,1:15:07 PM,69.7,116.4,TNT_POST_NL,0.0,13,Morning,3,3.0,148.9,169.7
5.0,2.0,3.0,S,STANDARD,1YEAR,HETS,6:21:53 PM,128.7,215.9,TNT_POST_NL,0.6666666666666666,18,Afternoon,2,10.0,157.4,169.7
2.0,2.0,,L,PACKSIZE,1YEAR,PB90,2:25:00 PM,20.7,283.1,BPOST,0.0,14,Morning,2,4.0,223.4,178.7
3.0,1.0,2.0,L,STANDARD,1YEAR,HETE,9:01:33 AM,43.0,174.8,BPOST,0.5,9,Morning,2,6.0,196.05,178.7
2.0,1.0,1.0,L,STANDARD,6MONTH,HETE,2:08:19 PM,102.4,182.6,CHRONOPOSTAPI,1.0,14,Morning,1,2.0,196.05,186.5
2.0,2.0,,XL,STANDARD,2YEAR,PB90,5:42:44 PM,854.2,133.5,CC_LOG,0.0,17,Afternoon,3,6.0,223.4,170.45
1.0,1.0,,L,PACKSIZE,1YEAR,MHET,9:40:33 PM,624.2,146.4,CC_LOG,0.0,21,Afternoon,2,2.0,148.9,170.45
1.0,1.0,,L,PACKSIZE,6MONTH,MHET,11:38:46 AM,117.0,271.5,EXTRA_AT_HOME,0.0,11,Morning,1,1.0,148.9,279.5
1.0,1.0,,L,PACKSIZE,2YEAR,MHET,10:51:54 AM,27.4,140.3,CHRONOPOSTAPI,0.0,10,Morning,3,3.0,148.9,186.5
3.0,1.0,2.0,S,STANDARD,1YEAR,HETS,6:11:53 PM,212.5,160.8,TNT_POST_NL,0.5,18,Afternoon,2,6.0,157.4,169.7
4.0,2.0,2.0,M,STANDARD,2YEAR,HETS,7:12:13 PM,178.2,118.7,DHL,1.0,19,Afternoon,3,12.0,157.4,186.1
4.0,1.0,3.0,L,PACKSIZE,6MONTH,HETE,9:57:36 PM,25.1,230.8,DHL,0.3333333333333333,21,Afternoon,1,4.0,196.05,186.1
3.0,1.0,2.0,L,PACKSIZE,6MONTH,HETE,9:11:40 AM,101.3,274.8,TNT_POST_NL,0.5,9,Morning,1,3.0,196.05,169.7
2.0,1.0,1.0,XL,STANDARD,1YEAR,VOLU,2:30:13 PM,153.2,178.6,TNT_POST_NL,1.0,14,Morning,2,4.0,266.4,169.7
25.0,15.0,10.0,XL,STANDARD,6MONTH,VOLU,8:23:49 PM,769.4,257.9,CC_LOG,1.5,20,Afternoon,1,25.0,266.4,170.45
4.0,2.0,2.0,S,STANDARD,6MONTH,HETS,7:32:22 PM,46.6,199.0,BPOST,1.0,19,Afternoon,1,4.0,157.4,178.7
4.0,1.0,3.0,L,PACKSIZE,6MONTH,HETE,8:25:09 AM,120.9,193.1,TNT_POST_NL,0.3333333333333333,8,Morning,1,4.0,196.05,169.7
3.0,3.0,,L,STANDARD,6MONTH,PB90,10:13:58 PM,9.6,228.8,TNT_POST_NL,0.0,22,Afternoon,1,3.0,223.4,169.7
6.0,2.0,4.0,L,PACKSIZE,6MONTH,HETE,7:24:41 PM,137.5,142.9,DHL,0.5,19,Afternoon,1,6.0,196.05,186.1
2.0,1.0,1.0,M,STANDARD,1YEAR,VOLU,3:51:30 PM,357.6,263.8,BPOST_LU,1.0,15,Morning,2,4.0,266.4,176.7
2.0,1.0,1.0,L,PACKSIZE,2YEAR,HETE,8:15:53 PM,747.0,161.1,TNT_POST_NL,1.0,20,Afternoon,3,6.0,196.05,169.7
16.0,7.0,9.0,S,STANDARD,6MONTH,HETS,2:39:35 PM,348.1,134.8,TNT_POST_NL,0.7777777777777778,14,Morning,1,16.0,157.4,169.7
1.0,1.0,,L,PACKSIZE,6MONTH,MHET,10:40:17 AM,235.8,163.6,TNT_POST_NL,0.0,10,Morning,1,1.0,148.9,169.7
1.0,1.0,,XL,STANDARD,2YEAR,MVOL,7:07:40 PM,16.0,48.0,TNT_POST_NL,0.0,19,Afternoon,3,3.0,50.0,169.7
2.0,1.0,1.0,L,PACKSIZE,2YEAR,HETE,4:03:43 PM,91.8,214.7,CHRONOPOSTAPI,1.0,16,Afternoon,3,6.0,196.05,186.5
1.0,1.0,,L,PACKSIZE,6MONTH,MHET,10:03:15 PM,761.2,223.0,TNT_POST_NL,0.0,22,Afternoon,1,1.0,148.9,169.7
1.0,1.0,,L,PACKSIZE,1YEAR,MHET,1:38:05 PM,154.5,152.6,TNT_POST_NL,0.0,13,Morning,2,2.0,148.9,169.7
2.0,2.0,,XL,STANDARD,2YEAR,PBVO,9:20:09 AM,16.6,207.3,CC_LOG,0.0,9,Morning,3,6.0,257.1,170.45
2.0,2.0,,L,STANDARD,1YEAR,PB90,11:56:06 AM,533.8,221.9,DHL,0.0,11,Morning,2,4.0,223.4,186.1
2.0,1.0,1.0,XL,STANDARD,1YEAR,VOLU,7:43:53 AM,25.3,223.8,CC_LOG,1.0,7,Morning,2,4.0,266.4,170.45
6.0,3.0,3.0,S,STANDARD,2YEAR,HETS,11:20:37 AM,313.9,113.6,TNT_POST_NL,1.0,11,Morning,3,18.0,157.4,169.7
2.0,2.0,,L,PACKSIZE,1YEAR,PB90,11:49:08 AM,554.4,175.0,BPOST,0.0,11,Morning,2,4.0,223.4,178.7
1.0,1.0,,XL,PACKSIZE,1YEAR,MHET,10:26:28 AM,361.6,203.4,TNT_POST_NL,0.0,10,Morning,2,2.0,148.9,169.7
2.0,2.0,,XL,STANDARD,6MONTH,PBVO,10:47:56 AM,365.3,361.3,EXTRA_AT_HOME,0.0,10,Morning,1,2.0,257.1,279.5
2.0,1.0,1.0,XL,STANDARD,6MONTH,VOLU,1:34:56 PM,86.7,289.2,TNT_POST_NL,1.0,13,Morning,1,2.0,266.4,169.7
7.0,3.0,4.0,XL,PACKSIZE,2YEAR,HETE,9:23:26 AM,262.0,196.0,BPOST,0.75,9,Morning,3,21.0,196.05,178.7
1.0,1.0,,L,PACKSIZE,3-5YEAR,MHET,10:37:00 PM,4.9,71.9,TNT_POST_NL,0.0,22,Afternoon,4,4.0,148.9,169.7
1.0,1.0,,XL,STANDARD,2YEAR,MVOL,12:15:43 PM,241.4,52.8,BPOST,0.0,12,Morning,3,3.0,50.0,178.7
4.0,2.0,2.0,S,STANDARD,1YEAR,HETS,9:12:15 AM,140.0,137.9,CHRONOPOSTAPI,1.0,9,Morning,2,8.0,157.4,186.5
1.0,1.0,,L,STANDARD,2YEAR,MHET,11:41:21 AM,119.3,97.6,BPOST,0.0,11,Morning,3,3.0,148.9,178.7
1.0,1.0,,L,PACKSIZE,1YEAR,MHET,11:04:35 AM,251.8,118.6,TNT_POST_NL,0.0,11,Morning,2,2.0,148.9,169.7
6.0,2.0,4.0,L,PACKSIZE,1YEAR,HETE,11:27:16 AM,47.0,212.3,CHRONOPOSTAPI,0.5,11,Morning,2,12.0,196.05,186.5
4.0,1.0,3.0,M,PACKSIZE,2YEAR,HETE,2:32:59 PM,208.8,136.9,TNT_POST_NL,0.3333333333333333,14,Morning,3,12.0,196.05,169.7
3.0,2.0,1.0,XL,STANDARD,6MONTH,VOLU,10:31:35 AM,6.8,280.5,EXTRA_AT_HOME,2.0,10,Morning,1,3.0,266.4,279.5
3.0,3.0,,XL,STANDARD,1YEAR,PBVO,12:22:00 PM,209.3,227.3,EXTRA_AT_HOME,0.0,12,Morning,2,6.0,257.1,279.5
7.0,4.0,3.0,M,STANDARD,6MONTH,VOLU,8:05:36 PM,108.2,219.9,TNT_POST_NL,1.3333333333333333,20,Afternoon,1,7.0,266.4,169.7
3.0,1.0,2.0,S,STANDARD,1YEAR,HETS,7:20:06 PM,85.2,203.2,TNT_POST_NL,0.5,19,Afternoon,2,6.0,157.4,169.7
3.0,3.0,,M,STANDARD,6MONTH,PBVO,11:02:34 AM,304.8,241.6,TNT_POST_NL,0.0,11,Morning,1,3.0,257.1,169.7
1.0,1.0,,L,STANDARD,1YEAR,MHET,1:49:01 PM,33.1,92.4,TNT_POST_NL,0.0,13,Morning,2,2.0,148.9,169.7
1.0,1.0,,XL,PACKSIZE,6MONTH,MHET,2:54:26 PM,70.4,200.5,CC_LOG,0.0,14,Morning,1,1.0,148.9,170.45
7.0,3.0,4.0,S,STANDARD,1YEAR,HETS,11:59:04 AM,472.0,131.3,TNT_POST_NL,0.75,11,Morning,2,14.0,157.4,169.7
3.0,3.0,,XL,STANDARD,6MONTH,PBVO,8:12:20 AM,39.0,197.3,CC_LOG,0.0,8,Morning,1,3.0,257.1,170.45
1.0,1.0,,XL,STANDARD,1YEAR,MHET,8:23:49 PM,689.8,116.0,CC_LOG,0.0,20,Afternoon,2,2.0,148.9,170.45
5.0,2.0,3.0,S,STANDARD,6MONTH,HETS,12:08:05 PM,101.3,161.9,CC_LOG,0.6666666666666666,12,Morning,1,5.0,157.4,170.45
5.0,3.0,2.0,XL,STANDARD,6MONTH,VOLU,9:27:30 AM,112.8,311.0,EXTRA_AT_HOME,1.5,9,Morning,1,5.0,266.4,279.5
3.0,1.0,2.0,M,STANDARD,1YEAR,HETS,3:08:42 PM,309.4,185.9,BPOST,0.5,15,Morning,2,6.0,157.4,178.7
2.0,2.0,,XL,STANDARD,1YEAR,PBVO,4:07:55 PM,8.2,306.4,EXTRA_AT_HOME,0.0,16,Afternoon,2,4.0,257.1,279.5
2.0,2.0,,L,STANDARD,6MONTH,PB90,10:19:29 PM,808.1,194.7,TNT_POST_NL,0.0,22,Afternoon,1,2.0,223.4,169.7
1.0,1.0,,L,PACKSIZE,6MONTH,MHET,10:18:01 AM,319.0,173.2,TNT_POST_NL,0.0,10,Morning,1,1.0,148.9,169.7
5.0,2.0,3.0,XL,PACKSIZE,1YEAR,HETE,10:24:46 PM,584.8,287.5,CC_LOG,0.6666666666666666,22,Afternoon,2,10.0,196.05,170.45
4.0,2.0,2.0,S,STANDARD,1YEAR,HETS,10:26:45 PM,20.4,104.9,BPOST,1.0,22,Afternoon,2,8.0,157.4,178.7
3.0,2.0,1.0,XL,STANDARD,1YEAR,VOLU,8:07:29 AM,102.3,218.6,CC_LOG,2.0,8,Morning,2,6.0,266.4,170.45
20.0,12.0,8.0,XL,STANDARD,6MONTH,VOLU,12:18:02 PM,96.9,428.8,EXTRA_AT_HOME,1.5,12,Morning,1,20.0,266.4,279.5
1.0,1.0,,M,PACKSIZE,2YEAR,MHET,8:37:09 PM,834.0,149.5,TNT_POST_NL,0.0,20,Afternoon,3,3.0,148.9,169.7
2.0,1.0,1.0,L,PACKSIZE,2YEAR,HETE,1:12:07 PM,506.0,132.2,BPOST,1.0,13,Morning,3,6.0,196.05,178.7
3.0,1.0,2.0,L,STANDARD,1YEAR,HETE,8:20:47 AM,89.4,187.8,TNT_POST_NL,0.5,8,Morning,2,6.0,196.05,169.7
4.0,2.0,2.0,M,STANDARD,6MONTH,VOLU,10:45:51 AM,154.6,300.8,CHRONOPOSTAPI,1.0,10,Morning,1,4.0,266.4,186.5
1.0,1.0,,L,PACKSIZE,1YEAR,MHET,7:36:47 PM,67.8,191.8,TNT_POST_NL,0.0,19,Afternoon,2,2.0,148.9,169.7
3.0,1.0,2.0,S,STANDARD,1YEAR,HETS,8:27:49 PM,873.0,200.4,BPOST,0.5,20,Afternoon,2,6.0,157.4,178.7
2.0,2.0,,XL,STANDARD,1YEAR,PBVO,1:17:15 PM,271.4,149.5,TNT_POST_NL,0.0,13,Morning,2,4.0,257.1,169.7
2.0,1.0,1.0,XL,STANDARD,2YEAR,VOLU,3:50:11 PM,264.5,203.8,EXTRA_AT_HOME,1.0,15,Morning,3,6.0,266.4,279.5
1.0,1.0,,L,STANDARD,6MONTH,MHET,7:48:33 PM,7.8,99.8,TNT_POST_NL,0.0,19,Afternoon,1,1.0,148.9,169.7
1.0,1.0,,L,PACKSIZE,1YEAR,MHET,7:35:06 PM,21.1,196.8,TNT_POST_NL,0.0,19,Afternoon,2,2.0,148.9,169.7
2.0,2.0,,L,PACKSIZE,6MONTH,PB90,10:23:29 PM,807.6,217.7,TNT_POST_NL,0.0,22,Afternoon,1,2.0,223.4,169.7
1.0,1.0,,L,PACKSIZE,6MONTH,MHET,10:59:19 AM,580.1,147.9,TNT_POST_NL,0.0,10,Morning,1,1.0,148.9,169.7
3.0,1.0,2.0,L,STANDARD,3-5YEAR,HETE,8:56:04 PM,724.4,89.2,BPOST,0.5,20,Afternoon,4,12.0,196.05,178.7
2.0,2.0,,XL,STANDARD,1YEAR,PBVO,3:45:35 PM,31.2,229.6,CHRONOPOSTAPI,0.0,15,Morning,2,4.0,257.1,186.5
1.0,1.0,,L,PACKSIZE,6MONTH,MHET,3:18:02 PM,26.1,239.8,BPOST,0.0,15,Morning,1,1.0,148.9,178.7
3.0,1.0,2.0,S,STANDARD,3-5YEAR,HETS,2:49:21 PM,111.0,132.6,TNT_POST_NL,0.5,14,Morning,4,12.0,157.4,169.7
2.0,1.0,1.0,S,STANDARD,1YEAR,HETS,7:37:22 PM,59.2,116.8,BPOST,1.0,19,Afternoon,2,4.0,157.4,178.7
1.0,1.0,,L,PACKSIZE,6MONTH,MHET,9:44:32 PM,18.4,114.4,TNT_POST_NL,0.0,21,Afternoon,1,1.0,148.9,169.7
4.0,1.0,3.0,L,STANDARD,1YEAR,HETE,2:03:03 PM,124.5,91.7,CHRONOPOSTAPI,0.3333333333333333,14,Morning,2,8.0,196.05,186.5
18.0,10.0,8.0,XL,STANDARD,6MONTH,VOLU,10:25:37 PM,22.2,357.2,DHL,1.25,22,Afternoon,1,18.0,266.4,186.1
1.0,1.0,,XL,PACKSIZE,1YEAR,MHET,7:59:03 AM,18.8,141.5,CC_LOG,0.0,7,Morning,2,2.0,148.9,170.45
7.0,3.0,4.0,L,PACKSIZE,1YEAR,HETE,7:59:14 PM,732.2,227.5,TNT_POST_NL,0.75,19,Afternoon,2,14.0,196.05,169.7
3.0,1.0,2.0,XL,PACKSIZE,6MONTH,HETE,8:54:24 AM,120.6,243.3,TNT_POST_NL,0.5,8,Morning,1,3.0,196.05,169.7
14.0,6.0,8.0,S,STANDARD,1YEAR,HETS,3:48:20 PM,34.5,211.3,CHRONOPOSTAPI,0.75,15,Morning,2,28.0,157.4,186.5
2.0,2.0,,XL,STANDARD,1YEAR,PBVO,12:13:13 PM,110.8,224.1,EXTRA_AT_HOME,0.0,12,Morning,2,4.0,257.1,279.5
1.0,1.0,,L,STANDARD,1YEAR,MHET,9:30:20 AM,701.0,106.2,TNT_POST_NL,0.0,9,Morning,2,2.0,148.9,169.7
3.0,1.0,2.0,L,PACKSIZE,1YEAR,HETE,9:46:30 AM,99.8,201.4,BPOST,0.5,9,Morning,2,6.0,196.05,178.7
1.0,1.0,,L,STANDARD,6MONTH,MVOL,4:03:06 PM,51.2,77.7,BPOST,0.0,16,Afternoon,1,1.0,50.0,178.7
1.0,1.0,,L,PACKSIZE,1YEAR,MHET,2:50:15 PM,73.5,193.5,CHRONOPOSTAPI,0.0,14,Morning,2,2.0,148.9,186.5
1.0,1.0,,L,STANDARD,6MONTH,MHET,5:03:12 PM,11.1,113.6,TNT_POST_NL,0.0,17,Afternoon,1,1.0,148.9,169.7
4.0,2.0,2.0,S,STANDARD,1YEAR,HETS,5:51:15 PM,852.3,184.7,CC_LOG,1.0,17,Afternoon,2,8.0,157.4,170.45
4.0,1.0,3.0,XL,PACKSIZE,2YEAR,HETE,11:04:12 PM,939.3,172.6,TNT_POST_NL,0.3333333333333333,23,Afternoon,3,12.0,196.05,169.7
2.0,1.0,1.0,L,STANDARD,6MONTH,HETE,7:50:45 AM,38.8,137.6,CC_LOG,1.0,7,Morning,1,2.0,196.05,170.45
7.0,4.0,3.0,XL,STANDARD,6MONTH,VOLU,6:41:48 PM,60.7,329.4,TNT_POST_NL,1.3333333333333333,18,Afternoon,1,7.0,266.4,169.7
8.0,8.0,,XL,STANDARD,1YEAR,PBVO,12:18:59 PM,217.5,239.4,EXTRA_AT_HOME,0.0,12,Morning,2,16.0,257.1,279.5
2.0,2.0,,L,PACKSIZE,6MONTH,PB90,9:17:58 AM,242.5,221.7,TNT_POST_NL,0.0,9,Morning,1,2.0,223.4,169.7
1.0,1.0,,L,STANDARD,2YEAR,MHET,9:26:46 AM,67.7,93.6,CC_LOG,0.0,9,Morning,3,3.0,148.9,170.45
1.0,1.0,,L,PACKSIZE,1YEAR,MHET,5:57:46 PM,73.4,177.1,TNT_POST_NL,0.0,17,Afternoon,2,2.0,148.9,169.7
1.0,1.0,,L,STANDARD,1YEAR,MHET,6:10:20 PM,64.9,85.0,EXTRA_AT_HOME,0.0,18,Afternoon,2,2.0,148.9,279.5
13.0,6.0,7.0,S,STANDARD,1YEAR,HETS,8:32:17 PM,897.1,129.1,BPOST,0.8571428571428571,20,Afternoon,2,26.0,157.4,178.7
4.0,2.0,2.0,S,STANDARD,1YEAR,HETS,4:29:34 PM,93.2,136.4,BPOST,1.0,16,Afternoon,2,8.0,157.4,178.7
2.0,1.0,1.0,S,STANDARD,1YEAR,HETS,9:19:59 AM,112.4,204.7,BPOST,1.0,9,Morning,2,4.0,157.4,178.7
5.0,2.0,3.0,S,STANDARD,1YEAR,HETS,9:43:59 PM,36.8,97.2,DHL,0.6666666666666666,21,Afternoon,2,10.0,157.4,186.1
18.0,18.0,,M,STANDARD,1YEAR,PBVO,9:33:47 PM,18.7,184.8,TNT_POST_NL,0.0,21,Afternoon,2,36.0,257.1,169.7
2.0,2.0,,XL,STANDARD,1YEAR,PB90,10:42:06 PM,31.6,211.5,BPOST,0.0,22,Afternoon,2,4.0,223.4,178.7
2.0,1.0,1.0,XL,STANDARD,3-5YEAR,HETE,2:08:33 PM,105.4,96.7,TNT_POST_NL,1.0,14,Morning,4,8.0,196.05,169.7
4.0,2.0,2.0,XL,STANDARD,1YEAR,VOLU,4:37:04 PM,179.7,277.0,DHL,1.0,16,Afternoon,2,8.0,266.4,186.1
2.0,2.0,,L,STANDARD,1YEAR,PB90,2:27:31 PM,169.0,90.5,BPOST,0.0,14,Morning,2,4.0,223.4,178.7
4.0,2.0,2.0,XL,STANDARD,2YEAR,VOLU,10:47:34 PM,811.2,358.8,EXTRA_AT_HOME,1.0,22,Afternoon,3,12.0,266.4,279.5
4.0,2.0,2.0,S,STANDARD,1YEAR,HETS,5:33:55 PM,97.2,179.6,TNT_POST_NL,1.0,17,Afternoon,2,8.0,157.4,169.7
3.0,2.0,1.0,M,STANDARD,1YEAR,VOLU,10:55:56 AM,142.7,335.4,BPOST,2.0,10,Morning,2,6.0,266.4,178.7
3.0,2.0,1.0,M,STANDARD,3-5YEAR,VOLU,10:53:07 AM,53.0,148.3,CHRONOPOSTAPI,2.0,10,Morning,4,12.0,266.4,186.5
1.0,1.0,,L,PACKSIZE,1YEAR,MHET,5:22:27 PM,17.7,221.0,CHRONOPOSTAPI,0.0,17,Afternoon,2,2.0,148.9,186.5
1.0,1.0,,L,STANDARD,1YEAR,MHET,1:54:41 PM,181.4,78.8,TNT_POST_NL,0.0,13,Morning,2,2.0,148.9,169.7
1.0,1.0,,L,STANDARD,1YEAR,MHET,11:47:18 AM,35.2,127.8,BPOST,0.0,11,Morning,2,2.0,148.9,178.7
3.0,1.0,2.0,XL,PACKSIZE,1YEAR,HETE,10:09:58 PM,798.5,244.5,BPOST,0.5,22,Afternoon,2,6.0,196.05,178.7
4.0,1.0,3.0,L,PACKSIZE,6MONTH,HETE,4:42:23 PM,39.3,347.7,DHL,0.3333333333333333,16,Afternoon,1,4.0,196.05,186.1
6.0,2.0,4.0,L,PACKSIZE,1YEAR,HETE,9:54:15 AM,134.8,224.6,TNT_POST_NL,0.5,9,Morning,2,12.0,196.05,169.7
1.0,1.0,,L,STANDARD,1YEAR,MHET,5:02:15 PM,11.8,119.4,TNT_POST_NL,0.0,17,Afternoon,2,2.0,148.9,169.7
2.0,1.0,1.0,L,STANDARD,1YEAR,HETE,9:05:03 AM,44.2,177.3,TNT_POST_NL,1.0,9,Morning,2,4.0,196.05,169.7
1.0,1.0,,L,PACKSIZE,6MONTH,MHET,9:26:00 AM,69.4,123.2,CC_LOG,0.0,9,Morning,1,1.0,148.9,170.45
2.0,1.0,1.0,L,PACKSIZE,6MONTH,HETE,8:27:05 AM,135.1,297.2,BPOST,1.0,8,Morning,1,2.0,196.05,178.7
3.0,1.0,2.0,S,STANDARD,2YEAR,HETS,1:48:48 PM,373.2,70.8,TNT_POST_NL,0.5,13,Morning,3,9.0,157.4,169.7
4.0,4.0,,L,PACKSIZE,3-5YEAR,PB90,3:09:47 PM,32.6,203.1,TNT_POST_NL,0.0,15,Morning,4,16.0,223.4,169.7
2.0,1.0,1.0,M,STANDARD,1YEAR,VOLU,12:07:11 PM,223.9,109.4,TNT_POST_NL,1.0,12,Morning,2,4.0,266.4,169.7
1.0,1.0,,L,STANDARD,3-5YEAR,MHET,8:02:59 PM,12.5,66.1,TNT_POST_NL,0.0,20,Afternoon,4,4.0,148.9,169.7
2.0,1.0,1.0,L,PACKSIZE,6MONTH,HETE,8:37:37 AM,280.1,277.1,CHRONOPOSTAPI,1.0,8,Morning,1,2.0,196.05,186.5
